Time,Altitude,Velocity,Acceleration,State
0.1490461826324463,80.18199999999999,2.5,4.018134105032643,RocketState.BOOST
0.2977778911590576,80.208,-0.799999999999983,5.1394202601621926,RocketState.COAST
0.44657301902770996,80.191,0.0,7.86030667078278,RocketState.COAST
0.595106840133667,80.24199999999999,-1.699999999999875,8.595453696607173,RocketState.COAST
0.7409243583679199,80.216,6.700000000000017,10.287187492472935,RocketState.COAST
0.8879642486572266,80.133,-12.599999999999909,10.766157276818817,RocketState.COAST
1.0364179611206055,80.099,-4.200000000000017,10.969561375936378,RocketState.COAST
1.1830363273620605,80.18300000000002,1.699999999999875,40.868771215920496,RocketState.COAST
1.3330378532409668,80.116,-5.0,39.724733801520955,RocketState.COAST
1.4802091121673584,80.05,4.199999999999875,41.97113891420096,RocketState.COAST
1.630359172821045,80.06599999999999,-5.899999999999892,39.84759340462539,RocketState.COAST
1.7801003456115723,80.023,-10.900000000000034,40.08038744456482,RocketState.COAST
1.9251024723052979,79.90599999999999,-2.5,36.83722128476124,RocketState.COAST
2.0730772018432617,79.939,0.799999999999983,7.28353746921881,RocketState.COAST
2.2205371856689453,79.946,2.5,4.766719210584463,RocketState.COAST
2.366968870162964,80.03,2.599999999999909,2.257483944798517,RocketState.COAST
2.5171875953674316,80.03900000000002,-3.400000000000034,1.4497339296542608,RocketState.COAST
2.664902925491333,80.047,-3.299999999999983,0.7533764172589652,RocketState.COAST
2.8144352436065674,79.981,-3.299999999999983,0.5444912950720135,RocketState.COAST
2.963926315307617,79.957,0.9000000000000341,0.36967302822107856,RocketState.COAST
3.1110517978668213,79.91499999999999,0.799999999999983,0.2832248203391066,RocketState.COAST
3.2599973678588867,79.949,-0.799999999999983,0.2714002039207205,RocketState.COAST
3.409458875656128,79.99000000000001,5.799999999999983,0.24517747864681824,RocketState.COAST
3.5554237365722656,80.01400000000001,-0.9000000000000341,0.23478300188516973,RocketState.COAST
3.703058958053589,79.99699999999999,4.200000000000017,0.23134158274006458,RocketState.COAST
3.851590871810913,80.04799999999999,0.0,0.14771529484412357,RocketState.COAST
3.9990503787994385,80.03899999999999,-2.5,0.2245038751093139,RocketState.COAST
4.147758960723877,80.048,3.399999999999892,0.22040310147922612,RocketState.COAST
4.297226428985596,80.03200000000001,5.0,0.13777358176642537,RocketState.COAST
4.446274518966675,80.066,-4.199999999999875,0.135575195723653,RocketState.COAST
4.598098516464233,80.03099999999999,-0.9000000000000341,0.050890694616753024,RocketState.COAST
4.745540380477905,80.09799999999998,5.099999999999909,-0.029450475137649222,RocketState.COAST
4.8931639194488525,80.03899999999999,-0.9000000000000341,0.05420890876971269,RocketState.COAST
5.043313026428223,80.09700000000001,-2.599999999999909,0.05826616082153333,RocketState.COAST
5.189692974090576,80.12100000000001,4.200000000000017,0.055381348958438985,RocketState.COAST
5.340543031692505,80.122,-0.799999999999983,0.0542040869868188,RocketState.COAST
5.488305330276489,80.055,-3.299999999999983,0.051177248373696645,RocketState.COAST
5.637985944747925,80.148,1.699999999999875,0.04656477306200512,RocketState.COAST
5.78827691078186,80.28299999999999,8.399999999999892,-0.0355725630713665,RocketState.COAST
5.935915231704712,80.30099999999997,1.699999999999875,0.04344163603176419,RocketState.COAST
6.084645748138428,80.38499999999999,5.099999999999909,0.12308978444992218,RocketState.COAST
